,OPR Job Code,OPR Job Title,OPR Job Rating,OPR Field Code,OPR Field Title,OPR Field Rating,ONET SOC 2018 Code,ONET SOC 2018 Title,ONET SOC 2010 Code,ONET SOC 2010 Title,Census Code 1980,Census Title 1980,GSS Ratings 1989,Census Code 2010,Census Titles 2010,GSS Ratings 2012,Prestige_Score
541,1172,Physician's Assistant,0.7111947318908749,1100.0,Healthcare,0.8431693989071039,29-9093,Surgical Assistants,29-2099.07,Surgical Assistants,106.0,Physicians' Assistants,0.6412588422116356,,,0.4552596159314514,0.6755174030332376
542,1173,Podiatrist,0.6976212874613628,1100.0,Healthcare,0.8431693989071039,29-1081,Podiatrists,29-1081.00,Podiatrists,88.0,Podiatrists,0.6940955680669842,3120.0,Podiatrists,0.7910750507099391,0.7518176381239187
543,1174,Preventive Medicine Physician,0.8637279935492541,1100.0,Healthcare,0.8431693989071039,29-1229,"Physicians, All Other",29-1069.09,Preventive Medicine Physicians,84.0,Physicians,1.0,,,0.4552596159314514,0.8109626709778425
544,1175,Prosthodontist,0.7408950409891144,1100.0,Healthcare,0.8431693989071039,29-1024,Prosthodontists,29-1024.00,Prosthodontists,84.0,Physicians,1.0,,,0.4552596159314514,0.7741127852098005
545,1176,Psychiatric Aide,0.4737266496438651,1100.0,Healthcare,0.8431693989071039,31-1133,Psychiatric Aides,31-1013.00,Psychiatric Aides,290.0,"Administrative Support Occupations, Including Clerical ",0.30864732207304746,,,0.4552596159314514,0.5211240983244877
546,1177,Psychiatric Technician,0.5839268915468352,1100.0,Healthcare,0.8431693989071039,29-2053,Psychiatric Technicians,29-2053.00,Psychiatric Technicians,235.0,Technicians,0.3474808719503393,,,0.4552596159314514,0.5638925583647016
547,1178,Psychiatrist,0.8560677328316086,1100.0,Healthcare,0.8431693989071039,29-1223,Psychiatrists,29-1066.00,Psychiatrists,84.0,Physicians,1.0,,,0.4552596159314514,0.8086645927625489
548,1179,Radiation Therapist,0.6685929310576536,1100.0,Healthcare,0.8431693989071039,29-1124,Radiation Therapists,29-1124.00,Radiation Therapists,40.0,Professional Specialty Occupations ,0.6871661613974303,3200.0,Radiation therapists,0.7910750507099391,0.7413767795354175
549,1180,Radiologic Technologist and/or Technician,0.6539443623168929,1100.0,Healthcare,0.8431693989071039,29-2034,Radiologic Technologists and Technicians,29-2034.00,Radiologic Technologists,206.0,Radiologic Technicians,0.6019922044174967,,,0.4552596159314514,0.6485256327125083
550,1180,Radiologic Technologist and/or Technician,0.6539443623168929,1100.0,Healthcare,0.8431693989071039,29-2034,Radiologic Technologists and Technicians,29-2099.06,Radiologic Technicians,206.0,Radiologic Technicians,0.6019922044174967,,,0.4552596159314514,0.6485256327125083
551,1181,Radiologist,0.7335035613492811,1100.0,Healthcare,0.8431693989071039,29-1224,Radiologists,29-1069.10,Radiologists,83.0,Physicians,1.0,,,0.4552596159314514,0.7718953413178505
552,1182,Recreational Therapist,0.3465931998387314,1100.0,Healthcare,0.8431693989071039,29-1125,Recreational Therapists,29-1125.00,Recreational Therapists,40.0,Professional Specialty Occupations ,0.6871661613974303,3210.0,Recreational therapists,0.42596348884381346,0.5717545477965156
553,1183,Registered Nurse,0.7193925547641447,1100.0,Healthcare,0.8431693989071039,29-1141,Registered Nurses,29-1141.00,Registered Nurses,95.0,Registered Nurses,0.7174823155767288,3255.0,Registered nurses,0.7606490872210951,0.7581105124944206
554,1184,Respiratory Therapist,0.7121354656632173,1100.0,Healthcare,0.8431693989071039,29-1126,Respiratory Therapists,29-1126.00,Respiratory Therapists,98.0,Inhalation Therapists,0.6670997545835138,3220.0,Respiratory therapists,0.7302231237322514,0.7372525528180699
555,1185,Respiratory Therapy Technician,0.6632173095014111,1100.0,Healthcare,0.8431693989071039,29-2099,"Health Technologists and Technicians, All Other",29-2054.00,Respiratory Therapy Technicians,235.0,Technicians,0.3474808719503393,,,0.4552596159314514,0.5876796837510745
556,1186,Speech-Language Pathologist,0.6442682435156565,1100.0,Healthcare,0.8431693989071039,29-1127,Speech-Language Pathologists,29-1127.00,Speech-Language Pathologists,104.0,Speech Therapists,0.6349068860978778,3230.0,Speech-language pathologists,0.6896551724137929,0.7007305787887009
557,1187,Speech-Language Pathology Assistant,0.6317699233973928,1100.0,Healthcare,0.8431693989071039,31-9099,"Healthcare Support Workers, All Other",31-9099.01,Speech-Language Pathology Assistants,290.0,"Administrative Support Occupations, Including Clerical ",0.30864732207304746,,,0.4552596159314514,0.568537080450546
558,1188,Sports Medicine Physician,0.7548716570353448,1100.0,Healthcare,0.8431693989071039,29-1229,"Physicians, All Other",29-1069.11,Sports Medicine Physicians,84.0,Physicians,1.0,,,0.4552596159314514,0.7783057700236697
559,1189,Surgeon,0.9897863190431395,1100.0,Healthcare,0.8431693989071039,29-1242,"Orthopedic Surgeons, Except Pediatric",29-1067.00,Surgeons,84.0,Physicians,1.0,,,0.4552596159314514,0.8487801686260081
560,1189,Surgeon,0.9897863190431395,1100.0,Healthcare,0.8431693989071039,29-1243,Pediatric Surgeons,29-1067.00,Surgeons,84.0,Physicians,1.0,,,0.4552596159314514,0.8487801686260081
561,1189,Surgeon,0.9897863190431395,1100.0,Healthcare,0.8431693989071039,29-1249,"Surgeons, All Other",29-1067.00,Surgeons,84.0,Physicians,1.0,,,0.4552596159314514,0.8487801686260081
562,1190,Surgical Technologist,0.7570219056578417,1100.0,Healthcare,0.8431693989071039,29-2055,Surgical Technologists,29-2055.00,Surgical Technologists,40.0,Professional Specialty Occupations ,0.6871661613974303,,,0.4552596159314514,0.7007423849597763
563,1191,Urologist,0.8199166778658784,1100.0,Healthcare,0.8431693989071039,29-1229,"Physicians, All Other",29-1069.12,Urologists,83.0,Physicians,1.0,,,0.4552596159314514,0.7978192762728298
564,1192,Veterinarian,0.7951888187071631,1100.0,Healthcare,0.8431693989071039,29-1131,Veterinarians,29-1131.00,Veterinarians,86.0,Veterinarians,0.656850007218132,3250.0,Veterinarians,0.8316430020283976,0.7798900975491374
565,1193,Veterinary Assistant and/or Laboratory Animal Caretaker,0.5051740357478834,1100.0,Healthcare,0.8431693989071039,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,40.0,Professional Specialty Occupations ,0.6871661613974303,3648.0,Veterinary assistants and laboratory animal caretakers,0.4462474645030426,0.623385593701107
566,1194,Veterinary Technologist and/or Technician,0.6237064910630291,1100.0,Healthcare,0.8431693989071039,29-2056,Veterinary Technologists and Technicians,29-2056.00,Veterinary Technologists and Technicians,208.0,"Health Technologists and Technicians, n.e.c.",0.5758625667677205,,,0.4552596159314514,0.6329218619239051
567,1195,Other - Health Diagnosing and Treating Practitioner,0.7454643193119205,1100.0,Healthcare,0.8431693989071039,29-1291,Acupuncturists,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",89.0,"Health Diagnosing Practitioners, n.e.c.",0.4859246427024686,3260.0,"Health diagnosing and treating practitioners, all other",0.4462474645030426,0.6451622990965777
568,1195,Other - Health Diagnosing and Treating Practitioner,0.7454643193119205,1100.0,Healthcare,0.8431693989071039,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Oth…",29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",89.0,"Health Diagnosing Practitioners, n.e.c.",0.4859246427024686,3260.0,,0.4552596159314514,0.6469647293822596
569,1195,Other - Health Diagnosing and Treating Practitioner,0.7454643193119205,1100.0,Healthcare,0.8431693989071039,29-9021,Health Information Technologists and Medical Registrars,29-9099.00,"Healthcare Practitioners and Technical Workers, All Othe…",89.0,"Health Diagnosing Practitioners, n.e.c.",0.4859246427024686,3540.0,Other healthcare practitioners and technical occupations,0.588235294117647,0.6735598650194987
570,1195,Other - Health Diagnosing and Treating Practitioner,0.7454643193119205,1100.0,Healthcare,0.8431693989071039,29-9093,Surgical Assistants,29-9099.00,"Healthcare Practitioners and Technical Workers, All Othe…",89.0,"Health Diagnosing Practitioners, n.e.c.",0.4859246427024686,3540.0,,0.4552596159314514,0.6469647293822596
571,1195,Other - Health Diagnosing and Treating Practitioner,0.7454643193119205,1100.0,Healthcare,0.8431693989071039,29-9099,"Healthcare Practitioners and Technical Workers, All Othe…",29-9099.00,"Healthcare Practitioners and Technical Workers, All Othe…",89.0,"Health Diagnosing Practitioners, n.e.c.",0.4859246427024686,3540.0,,0.4552596159314514,0.6469647293822596
572,1196,Other - Health Technologist and/or Technician,0.6161806208842898,1100.0,Healthcare,0.8431693989071039,29-2036,Medical Dosimetrists,29-2099.00,"Health Technologists and Technicians, All Other",208.0,"Health Technologists and Technicians, n.e.c.",0.5758625667677205,3535.0,Miscellaneous health technologists and technicians,0.5679513184584177,0.6532024413756766
573,1196,Other - Health Technologist and/or Technician,0.6161806208842898,1100.0,Healthcare,0.8431693989071039,29-2099,"Health Technologists and Technicians, All Other",29-2099.00,"Health Technologists and Technicians, All Other",208.0,"Health Technologists and Technicians, n.e.c.",0.5758625667677205,3535.0,,0.4552596159314514,0.6306641008702834
574,1197,Other - Healthcare Support Worker,0.5562424405321866,1100.0,Healthcare,0.8431693989071039,31-9099,"Healthcare Support Workers, All Other",31-9099.00,"Healthcare Support Workers, All Other",446.0,"Health Aids, Except Nursing",0.4919878735383283,3655.0,"Miscellaneous healthcare support occupations, including medical equipment preparers",0.5273833671399595,0.6061387236990059
575,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1212,Cardiologists,29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,Physicians and surgeons,1.0,0.9607923497267759
576,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1213,Dermatologists,29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
577,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1214,Emergency Medicine Physicians,29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
578,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1217,Neurologists,29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
579,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1222,"Physicians, Pathologists",29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
580,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1224,Radiologists,29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
581,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1229,"Physicians, All Other",29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
582,1198,Other - Physician and/or Surgeon,1.0,1100.0,Healthcare,0.8431693989071039,29-1241,"Ophthalmologists, Except Pediatric",29-1069.00,"Physicians and Surgeons, All Other",84.0,Physicians,1.0,3060.0,,0.4552596159314514,0.8518442729130662
583,1199,Other - Therapist,0.698293240155893,1100.0,Healthcare,0.8431693989071039,29-1125,Recreational Therapists,29-1125.01,Art Therapists,105.0,"Therapists, n.e.c.",0.6580049083297242,,,0.4552596159314514,0.6758334720422652
584,1199,Other - Therapist,0.698293240155893,1100.0,Healthcare,0.8431693989071039,29-1125,Recreational Therapists,29-1125.02,Music Therapists,105.0,"Therapists, n.e.c.",0.6580049083297242,,,0.4552596159314514,0.6758334720422652
585,1199,Other - Therapist,0.698293240155893,1100.0,Healthcare,0.8431693989071039,29-1128,Exercise Physiologists,29-1128.00,Exercise Physiologists,105.0,"Therapists, n.e.c.",0.6580049083297242,3235.0,Exercise physiologists,0.5273833671399595,0.6902582222839668
586,1199,Other - Therapist,0.698293240155893,1100.0,Healthcare,0.8431693989071039,29-1129,"Therapists, All Other",29-1129.00,"Therapists, All Other",105.0,"Therapists, n.e.c.",0.6580049083297242,3245.0,"Therapists, all other",0.7302231237322514,0.7308261736024252
587,1301,Aircraft Mechanic and/or Service Technician,0.6149711060341352,1300.0,InstallMntnceRepair,0.3455373406193078,49-3011,Aircraft Mechanics and Service Technicians,49-3011.00,Aircraft Mechanics and Service Technicians,515.0,"Aircraft Mechanics, Excluding Engine",0.5208604013281363,7140.0,Aircraft mechanics and service technicians,0.6490872210953345,0.5309082115161685
588,1302,Automotive Mechanic and/or Service Technician,0.3584195672624648,1300.0,InstallMntnceRepair,0.3455373406193078,49-3021,Automotive Body and Related Repairers,49-3021.00,Automotive Body and Related Repairers,505.0,"Automobile Mechanics, Except Apprentices",0.3300129926375054,7150.0,Automotive body and related repairers,0.4056795131845841,0.3575493561298596
589,1302,Automotive Mechanic and/or Service Technician,0.3584195672624648,1300.0,InstallMntnceRepair,0.3455373406193078,49-3022,Automotive Glass Installers and Repairers,49-3022.00,Automotive Glass Installers and Repairers,505.0,"Automobile Mechanics, Except Apprentices",0.3300129926375054,7160.0,Automotive glass installers and repairers,0.16227180527383372,0.3088678145477095
590,1302,Automotive Mechanic and/or Service Technician,0.3584195672624648,1300.0,InstallMntnceRepair,0.3455373406193078,49-3023,Automotive Service Technicians and Mechanics,49-3023.00,Automotive Service Technicians and Mechanics,505.0,"Automobile Mechanics, Except Apprentices",0.3300129926375054,7200.0,Automotive service technicians and mechanics,0.47261663286004046,0.3709367800649509
591,1302,Automotive Mechanic and/or Service Technician,0.3584195672624648,1300.0,InstallMntnceRepair,0.3455373406193078,49-3023,Automotive Service Technicians and Mechanics,49-3023.01,Automotive Master Mechanics,505.0,"Automobile Mechanics, Except Apprentices",0.3300129926375054,,,0.4552596159314514,0.36746537667923307
592,1302,Automotive Mechanic and/or Service Technician,0.3584195672624648,1300.0,InstallMntnceRepair,0.3455373406193078,49-3023,Automotive Service Technicians and Mechanics,49-3023.02,Automotive Specialty Technicians,505.0,"Automobile Mechanics, Except Apprentices",0.3300129926375054,,,0.4552596159314514,0.36746537667923307
593,1303,Avionics Technician,0.6868700443488779,1300.0,InstallMntnceRepair,0.3455373406193078,49-2091,Avionics Technicians,49-2091.00,Avionics Technicians,235.0,"Technicians, n.e.c.",0.3474808719503393,7030.0,Avionics technicians,0.6896551724137929,0.5172466009298338
594,1304,Bicycle Repairer,0.25117591721542804,1300.0,InstallMntnceRepair,0.3455373406193078,49-3091,Bicycle Repairers,49-3091.00,Bicycle Repairers,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7260.0,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",0.29411764705882354,0.2738665441631531
595,1305,Bus and Truck Mechanic and/or Diesel Engine Specialist,0.4046499126461497,1300.0,InstallMntnceRepair,0.3455373406193078,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,507.0,"Bus, Truck, and Stationary Engine Mechanics",0.38775804821712145,7210.0,Bus and truck mechanics and diesel engine specialists,0.42596348884381346,0.3899115187717149
596,1306,Camera and/or Photographic Equipment Repairer,0.39013573444429517,1300.0,InstallMntnceRepair,0.3455373406193078,49-9061,Camera and Photographic Equipment Repairers,49-9061.00,Camera and Photographic Equipment Repairers,535.0,"Camera, Watch, and Musical Instrument Repairers",0.2701024974736539,7430.0,Precision instrument and equipment repairers,0.29411764705882354,0.3297742092682937
597,1307,"Coin, Vending, and/or Amusement Machine Servicer and/or Repairer",0.22980782152936435,1300.0,InstallMntnceRepair,0.3455373406193078,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repai…",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repai…",547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7510.0,"Coin, vending, and amusement machine servicers and repairers",0.19269776876267747,0.24717213979810476
598,1308,Commercial Diver,0.4969762128746136,1300.0,InstallMntnceRepair,0.3455373406193078,49-9092,Commercial Divers,49-9092.00,Commercial Divers,599.0,"Construction Trades, n.e.c.",0.2727010249747366,7520.0,Commercial divers,0.5476673427991885,0.4131859238207329
599,1309,"Computer, Automated Teller, and/or Office Machine Repairer",0.44967074317968014,1300.0,InstallMntnceRepair,0.3455373406193078,49-2011,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",538.0,Office Machine Repairers,0.28569366248015016,7010.0,"Computer, automated teller, and office machine repairers",0.5273833671399595,0.39818564715676036
600,1310,Control and Valve Installer and/or Repairer,0.3495497916946647,1300.0,InstallMntnceRepair,0.3455373406193078,49-9012,"Control and Valve Installers and Repairers, Except Mecha…",49-9012.00,"Control and Valve Installers and Repairers, Except Mecha…",539.0,Mechanical Controls and Valve Repairers,0.2727010249747366,,,0.4552596159314514,0.3504764520932008
601,1311,"Electric Motor, Power Tool, and/or Related Repairer",0.4054562558795861,1300.0,InstallMntnceRepair,0.3455373406193078,49-2092,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers",533.0,Miscellaneous Electrical and Electronic Equipment Repair…,0.31398873971416197,7040.0,"Electric motor, power tool, and related repairers",0.385395537525355,0.36359750435231425
602,1312,Electrical and Electronics Installer and/or Repairer,0.5040989114366349,1300.0,InstallMntnceRepair,0.3455373406193078,49-2093,"Electrical and Electronics Installers and Repairers, Tra…",49-2093.00,"Electrical and Electronics Installers and Repairers, Tra…",523.0,"Electronic Repairers, Communications and Industrial Equi…",0.31904143207737845,7050.0,"Electrical and electronics installers and repairers, transportation equipment",0.6490872210953345,0.4471918108242289
603,1312,Electrical and Electronics Installer and/or Repairer,0.5040989114366349,1300.0,InstallMntnceRepair,0.3455373406193078,49-2094,"Electrical and Electronics Repairers, Commercial and Ind…",49-2094.00,"Electrical and Electronics Repairers, Commercial and Ind…",523.0,"Electronic Repairers, Communications and Industrial Equi…",0.31904143207737845,7100.0,"Electrical and electronics repairers, industrial and utility",0.3448275862068965,0.3863398838465413
604,1312,Electrical and Electronics Installer and/or Repairer,0.5040989114366349,1300.0,InstallMntnceRepair,0.3455373406193078,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substa…",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substa…",523.0,"Electronic Repairers, Communications and Industrial Equi…",0.31904143207737845,,,0.4552596159314514,0.4084262897914523
605,1312,Electrical and Electronics Installer and/or Repairer,0.5040989114366349,1300.0,InstallMntnceRepair,0.3455373406193078,49-2096,"Electronic Equipment Installers and Repairers, Motor Veh…",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Veh…",523.0,"Electronic Repairers, Communications and Industrial Equi…",0.31904143207737845,7110.0,"Electronic equipment installers and repairers, motor vehicles",0.24340770791075045,0.3660559081873121
606,1313,Electrical Power-Line Installers and Repairers,0.4522241634188954,1300.0,InstallMntnceRepair,0.3455373406193078,49-9051,Electrical Power-Line Installers and Repairers,49-9051.00,Electrical Power-Line Installers and Repairers,533.0,Miscellaneous Electrical and Electronic Equipment Repair…,0.31398873971416197,7410.0,Electrical power-line installers and repairers,0.49695740365111557,0.3999402498392592
607,1313,Electrical Power-Line Installers and Repairers,0.4522241634188954,1300.0,InstallMntnceRepair,0.3455373406193078,49-9052,Telecommunications Line Installers and Repairers,49-9052.00,Telecommunications Line Installers and Repairers,533.0,Miscellaneous Electrical and Electronic Equipment Repair…,0.31398873971416197,7420.0,Telecommunications line installers and repairers,0.2636916835699797,0.353287105823032
608,1314,Fabric Mender,0.23639295793576137,1300.0,InstallMntnceRepair,0.3455373406193078,49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9093.00,"Fabric Menders, Except Garment",547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,,,0.4552596159314514,0.30166005015377867
609,1315,Farm Equipment Mechanic,0.38798548582179815,1300.0,InstallMntnceRepair,0.3455373406193078,49-3041,Farm Equipment Mechanics and Service Technicians,49-3041.00,Farm Equipment Mechanics and Service Technicians,517.0,Farm Equipment Mechanics,0.2833838602569655,7220.0,Heavy vehicle and mobile equipment service technicians and mechanics,0.4665314401622717,0.3669322339980621
610,1316,Geothermal Technician,0.6845854051874748,1300.0,InstallMntnceRepair,0.3455373406193078,49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099.01,Geothermal Technicians,235.0,Technicians,0.3474808719503393,,,0.4552596159314514,0.46968209788494447
611,1317,"Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer",0.36943959145276173,1300.0,InstallMntnceRepair,0.3455373406193078,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics a…",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics a…",534.0,Miscellaneous Electrical and Electronic Equipment Repair…,0.36408257542947886,7315.0,"Heating, air conditioning, and refrigeration mechanics and installers",0.4665314401622717,0.38154314448047955
612,1317,"Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer",0.36943959145276173,1300.0,InstallMntnceRepair,0.3455373406193078,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics a…",49-9021.01,Heating and Air Conditioning Mechanics and Installers,534.0,Miscellaneous Electrical and Electronic Equipment Repair…,0.36408257542947886,,,0.4552596159314514,0.3792887796343155
613,1318,"Helper - Installation, Maintenance and/or Repair Workers",0.29740626259911307,1300.0,InstallMntnceRepair,0.3455373406193078,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",864.0,"Helpers, Mechanics and Repairers",0.23964198065540643,7610.0,"Helpers-installation, maintenance, and repair workers",0.2231237322515212,0.2801414555487167
614,1319,Home Appliance Repairer,0.3300631635532859,1300.0,InstallMntnceRepair,0.3455373406193078,49-9031,Home Appliance Repairers,49-9031.00,Home Appliance Repairers,526.0,Household Appliance and Power Tool Repairers,0.30070737693085026,7320.0,Home appliance repairers,0.3245436105476673,0.32548885056305876
615,1320,Home Entertainment Equipment Installer and/or Repairer,0.34188953097701924,1300.0,InstallMntnceRepair,0.3455373406193078,49-2097,Audiovisual Equipment Installers and Repairers,49-2097.00,Electronic Home Entertainment Equipment Installers and R…,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7120.0,Electronic home entertainment equipment installers and repairers,0.3448275862068965,0.311222616121245
616,1321,Industrial Machinery Mechanic,0.4547775836581105,1300.0,InstallMntnceRepair,0.3455373406193078,49-9041,Industrial Machinery Mechanics,49-9041.00,Industrial Machinery Mechanics,518.0,Industrial Machinery Repairers,0.18377363938212793,7330.0,Industrial and refractory machinery mechanics,0.35496957403651114,0.3397549349050943
617,1322,Locksmith and/or Safe Repairer,0.3753527751646284,1300.0,InstallMntnceRepair,0.3455373406193078,49-9094,Locksmiths and Safe Repairers,49-9094.00,Locksmiths and Safe Repairers,536.0,Locksmiths and Safe Repairers,0.3232279486069005,7540.0,"Other installation, maintenance, and repair workers",0.25354969574036507,0.3305070940040136
618,1323,Machinery Maintenance Worker,0.29646552882677063,1300.0,InstallMntnceRepair,0.3455373406193078,49-9043,"Maintenance Workers, Machinery",49-9043.00,"Maintenance Workers, Machinery",519.0,Machinery Maintenance Occupations,0.13137000144362637,7350.0,"Maintenance workers, machinery",0.2231237322515212,0.25279124061406893
619,1324,Maintenance and Repair Worker - General,0.3159521569681495,1300.0,InstallMntnceRepair,0.3455373406193078,49-9071,"Maintenance and Repair Workers, General",49-9071.00,"Maintenance and Repair Workers, General",549.0,Not Specified Mechanics and Repairers,0.38617005918868197,7340.0,"Maintenance and repair workers, general",0.4462474645030426,0.3669619899430508
620,1325,Manufactured Building and Mobile Home Installer,0.31702728127939805,1300.0,InstallMntnceRepair,0.3455373406193078,49-9095,Manufactured Building and Mobile Home Installers,49-9095.00,Manufactured Building and Mobile Home Installers,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7550.0,Manufactured building and mobile home installers,0.3448275862068965,0.3037639412119587
621,1326,Mechanic - Power Equipment and/or Small Engine,0.39685526138959826,1300.0,InstallMntnceRepair,0.3455373406193078,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,509.0,Small Engine Repairers,0.15836581492709684,,,0.4552596159314514,0.3360842904897709
622,1327,Mechanical Door Repairer,0.2482193253594947,1300.0,InstallMntnceRepair,0.3455373406193078,49-9011,Mechanical Door Repairers,49-9011.00,Mechanical Door Repairers,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7300.0,Control and valve installers and repairers,0.385395537525355,0.29123514469967937
623,1328,Medical Equipment Repairer,0.5386372799354926,1300.0,InstallMntnceRepair,0.3455373406193078,49-9062,Medical Equipment Repairers,49-9062.00,Medical Equipment Repairers,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,,,0.4552596159314514,0.392333346753698
624,1329,Millwright,0.3847601128880528,1300.0,InstallMntnceRepair,0.3455373406193078,49-9044,Millwrights,49-9044.00,Millwrights,544.0,Millwrights,0.3749097733506569,7360.0,Millwrights,0.2839756592292089,0.3523349442047488
625,1330,Mobile Heavy Equipment Mechanic,0.4511490391076468,1300.0,InstallMntnceRepair,0.3455373406193078,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",516.0,Heavy Equipment Mechanics,0.4047928396131082,,,0.4552596159314514,0.4139791799766883
626,1331,Motorboat Mechanic,0.4178201854589437,1300.0,InstallMntnceRepair,0.3455373406193078,49-3051,Motorboat Mechanics and Service Technicians,49-3051.00,Motorboat Mechanics and Service Technicians,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,7240.0,Small engine mechanics,0.30425963488843805,0.32588822220213065
627,1332,Motorcycle Mechanic,0.3526407740895041,1300.0,InstallMntnceRepair,0.3455373406193078,49-3052,Motorcycle Mechanics,49-3052.00,Motorcycle Mechanics,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,,,0.4552596159314514,0.3365343949999015
628,1333,Musical Instrument Repairer and/or Tuner,0.4152667652197285,1300.0,InstallMntnceRepair,0.3455373406193078,49-9063,Musical Instrument Repairers and Tuners,49-9063.00,Musical Instrument Repairers and Tuners,535.0,"Camera, Watch, and Musical Instrument Repairers",0.2701024974736539,,,0.4552596159314514,0.36954191227544925
629,1334,Precision Instrument and Equipment Repairer,0.4879720467679076,1300.0,InstallMntnceRepair,0.3455373406193078,49-9069,"Precision Instrument and Equipment Repairers, All Other",49-9069.00,"Precision Instrument and Equipment Repairers, All Other",547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,,,0.4552596159314514,0.3771337768034225
630,1335,Radio Mechanic,0.45061147695202264,1300.0,InstallMntnceRepair,0.3455373406193078,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repa…",49-2021.01,Radio Mechanics,523.0,"Electronic Repairers, Communications and Industrial Equi…",0.31904143207737845,,,0.4552596159314514,0.39238005944606863
631,1336,Rail Car Repairer,0.396317699233974,1300.0,InstallMntnceRepair,0.3455373406193078,49-3043,Rail Car Repairers,49-3043.00,Rail Car Repairers,547.0,"Specified Mechanics and Repairers, n.e.c.",0.21322361772773207,,,0.4552596159314514,0.34963747254324246
632,1337,Recreational Vehicle Service Technician,0.365542265824486,1300.0,InstallMntnceRepair,0.3455373406193078,49-3092,Recreational Vehicle Service Technicians,49-3092.00,Recreational Vehicle Service Technicians,235.0,Technicians,0.3474808719503393,,,0.4552596159314514,0.37396915607604786
